序号,地址1,地址2,室,厅,面积,朝向,装修,楼层,年份,楼种,价格
1659,海滨二村(宝山),淞宝,1,1,38.9,南,简装,2,1981,板楼,155
1660,金杨一街坊,金杨,2,1,66.66,南,简装,5,1995,板楼,350
1661,月浦八村,月浦,1,1,40.4,南,简装,2,1985,板楼,128
1662,延长小区(闸北),大宁,1,0,31.78,南,简装,5,1982,板楼,296
1663,紫翠苑,高行,2,2,92.21,南北,简装,6,2005,板楼,435
1664,和欣国际花园,共康,2,2,99.86,南,精装,4,2007,板楼,605
1665,万里一期,万里,2,2,106.82,南,简装,5,1999,板楼,598
1666,广中路310弄,凉城,2,1,53.4,南,简装,6,1986,板楼,273
1667,鞍山四村第三小区,鞍山,2,1,53.8,南,简装,2,2002,板楼,359
1668,东方城市花园(一期),塘桥,2,2,103.71,南,精装,22,2003,板楼,910
1669,李园二村,嘉定老城,2,1,50.45,南,精装,5,1997,板楼,145
1670,鞍山四村第一小区,鞍山,2,1,56.55,南,精装,2,1985,板楼,419
1671,天和湖滨家园(公寓),川沙,3,2,120.45,南,精装,3,2010,板楼,380
1672,宝宸怡景园,共康,2,2,87.88,南北,简装,4,2009,板楼,580
1673,海上纳缇,金山,3,2,112,南,精装,2,2014,板楼,305
1674,万业紫辰苑,杨行,2,2,94.76,南,精装,10,2010,板楼,428
1675,月浦五村,月浦,2,1,47.46,南,精装,4,1983,板楼,145
1676,高行银杏苑,高行,2,2,72.55,南北,精装,5,2006,板楼,355
1677,江南山水,金桥,3,2,128.93,南,简装,3,2000,板楼,760
1678,宝山三村,淞宝,2,2,72.43,南,精装,3,1994,板楼,355
1679,绿地海域笙晖(公寓),杨行,3,2,94.36,南,精装,4,2015,板楼,427
1680,金杨七街坊,金杨,2,1,66.51,南北,精装,5,1995,板楼,318
1681,东安五村,龙华,1,1,34.26,南,简装,4,1984,板楼,270
1682,上海康城,莘庄,2,2,98.49,南,精装,9,2002,板楼,412
1683,丽华公寓(公寓),莘庄,2,2,89.01,南,简装,6,2000,板楼,442
1684,崮山小区四街坊,洋泾,2,1,68.82,南,精装,5,1997,板楼,638
1685,金台三居,金杨,2,1,43.76,南,简装,4,1986,板楼,200
1686,永清二村,淞宝,2,1,56.45,南北,毛坯,5,1993,板楼,199
1687,帕缇欧香苑,夏阳,3,2,133.71,南,简装,3,2007,板楼,345
1688,定西路1235弄,中山公园,2,1,54.4,南,精装,2,1996,板楼,339
1689,吴宝新村,七宝,2,1,64.83,南,精装,5,1994,板楼,358
1690,润江花苑,泗泾,3,1,100.1,南,简装,2,2006,板楼,310
1691,京浦小区,御桥,2,1,59.89,南,精装,2,1995,板楼,412
1692,宾阳路19号,龙华,2,1,59.48,南,精装,6,1987,板楼,475
1693,东安四村,徐家汇,2,1,46.37,南,简装,2,1978,板楼,363
1694,江桥二村,江桥,2,1,70.66,南,简装,2,1994,板楼,272
1695,乐业二村,月浦,2,1,56.1,南,简装,5,1995,板楼,176
1696,乾溪二村,大场镇,1,1,43.13,南,精装,5,1995,板楼,190
1697,开城公寓,古北,2,1,92.18,南,精装,14,1997,塔楼,615
1698,宝钢三村,淞宝,2,1,50.88,东南,其他,3,1981,板楼,240
1699,锦苑小区(虹口),凉城,1,1,37.83,南,简装,5,1991,板楼,186
1700,东方城市花园(二期),南码头,2,2,108.41,南,精装,25,2009,板楼,820
1701,御桥馨华苑,御桥,2,1,76.1,南,简装,2,2004,板楼,560
1702,万荣小区,阳城,2,1,53.27,南,精装,5,1994,板楼,304
1703,巨峰家苑(公寓),金桥,2,2,81.57,南,精装,3,2005,板楼,510
1704,中房樱桃苑,三林,2,1,92,南,简装,3,2006,板楼,880
1705,浦江东旭公寓1443弄,高行,1,1,53.43,南,简装,9,2009,板楼,286
1706,沁秋小区,北新泾,1,1,36.04,南,简装,5,1995,板楼,199
1707,梅陇四村,华东理工,2,1,59.04,南,精装,5,1992,板楼,289
1708,大宅风范城,江桥,3,2,118.83,南北,精装,5,2007,板楼,510
1709,联洋花园(一期),联洋,6,2,204.91,南,精装,14,2001,板楼,1850
1710,新华小区（龙吴路5599弄）,吴泾,2,1,55,南北,精装,2,1994,板楼,207
1711,洛川中路1100弄,大宁,2,1,47.44,南,简装,5,1983,板楼,318
1712,盛华景苑,华泾,1,1,63.06,南西,精装,8,2013,板楼,368
1713,爱家亚洲花园,杨东,2,2,119.02,南,精装,21,2004,板楼,810
1714,正阳世纪星城(绅鸿苑),南桥,3,2,121.33,南北,精装,1,2006,板楼,315
1715,海德苑,金杨,3,2,114.29,南,简装,7,2006,板楼,925
1716,芙二小区,仙霞,2,0,49.55,南,精装,3,1986,板楼,309
1717,金桥湾清水苑,金桥,2,1,69.19,南,精装,5,1998,板楼,405
1718,鹤沙航城航武嘉园,航头,2,1,79.9,南,毛坯,11,2013,板楼,240
1719,广中路374号,凉城,1,0,43.46,南,精装,3,1985,板楼,229
1720,新南家园,西渡,2,2,105.98,南,精装,3,2006,板楼,255
1721,贝港北区（一区）,南桥,2,1,72.64,南北,简装,2,1996,板楼,156
1722,新泾一村,北新泾,2,1,52.68,南,简装,3,1986,板楼,310
1723,济阳一村,世博,2,1,56.49,南,精装,5,1989,板楼,299
1724,鹏海小区,北蔡,2,1,63.11,南北,简装,5,1997,板楼,321
1725,海三小区,洋泾,1,1,45.25,南,精装,5,1994,板楼,283
1726,三花现代城(三期金兰苑),高境,2,2,87.79,南,精装,9,2014,板楼,635
1727,品尊国际,真如,3,2,153.16,南,简装,9,2011,板楼,1330
1728,澳丽花园,塘桥,2,2,107.91,南,精装,3,2001,板楼,820
1729,知雅汇(公寓),九亭,2,2,94.91,南北,毛坯,5,2004,板楼,366
1730,桃园小区(嘉定),嘉定老城,2,1,45.36,南,精装,3,1986,板楼,140.5
1731,海霞佳苑,川沙,2,2,83.38,南,毛坯,3,2012,板楼,216
1732,东安一村,徐家汇,3,2,147.07,南北,精装,3,1999,板楼,898
1733,文华苑(宝山),大华,2,2,94.09,南北,精装,3,1999,板楼,567
1734,新城尚上城,安亭,2,2,82.65,南,精装,4,2013,板楼,263
1735,森林公馆,南翔,2,2,86.8,南北,精装,7,2010,板楼,435
1736,凯欣豪园,中山公园,2,2,99.44,南,精装,10,2008,板楼,1039
1737,德怡苑,长寿路,1,0,34.18,南,精装,6,1987,板楼,240
1738,中大九里德(公寓),九亭,3,2,134,南,精装,4,2011,板楼,584
1739,中岚大楼,武宁,3,1,112.44,北南西,简装,22,1996,板楼,630
1740,龙湖好望山(公寓),松江大学城,3,2,116.52,南,精装,5,2012,板楼,492
1741,紫华欣苑,周家嘴路,2,1,73.16,南,简装,5,2016,板楼,545
1742,申晖小区,斜土路,2,2,80.86,南,精装,5,1995,板楼,730
1743,众盛公寓,陆家嘴,2,1,77.35,南北,精装,6,1997,板楼,499
1744,菊园,陆家嘴,3,2,135.65,南,精装,16,2001,塔楼,1400
1745,逸仙路1321弄,高境,2,1,49.87,南北,简装,5,1994,板楼,228
1746,上城Uptown,古北,1,1,48.48,南,精装,12,2003,塔楼,588
1747,大华锦绣华城(二街区),北蔡,1,1,55.71,南,简装,4,2012,板楼,385
1748,仁恒滨江园,陆家嘴,4,2,232.68,南,精装,4,2003,板楼,2495
1749,逸仙一村,高境,2,1,63.16,南,简装,5,1992,板楼,267
1750,新梅共和城,大宁,3,2,129.2,南北,精装,8,2003,板楼,1070
1751,高弘家苑,高行,2,2,89.2,南,简装,7,2011,板楼,558
1752,欣佳宝邸,闵浦,2,2,74.97,南北,精装,2,2011,板楼,280
1753,天台家园,仙霞,3,2,121.11,南东,精装,3,2003,板楼,847
1754,上南六村,世博,2,1,50.47,南,精装,5,1985,板楼,302
1755,德怡苑,长寿路,1,1,39.84,南,精装,5,1985,板楼,273
1756,李园一村,嘉定老城,3,1,74.47,南,简装,2,1988,板楼,215
1757,永业小区,金桥,3,1,88,南,精装,2,1994,板楼,440
1758,杨泰二村,杨行,3,1,87.2,南北,毛坯,5,1994,板楼,289
1759,瑞达苑,花木,3,2,104.72,南北,精装,5,1999,板楼,690
1760,南山雨果(公寓),徐泾,2,1,70.63,南,精装,3,2015,板楼,345
1761,世华锦城,杨思前滩,2,1,78.89,南北,简装,4,2007,板楼,568
1762,华电小区,中山公园,2,1,58.84,南,精装,3,1986,板楼,445
1763,培花久远公寓,北蔡,1,1,52.6,南,精装,6,1997,板楼,275
1764,丝庐雅苑(公寓),新场,2,2,88.77,南,精装,16,2012,板楼,262
1765,新凯城银杏苑,泗泾,2,1,72.94,南北,简装,4,2012,板楼,228
1766,长虹小区,新华路,1,1,36.76,南,简装,5,1985,板楼,252
1767,真源小区,长征,3,2,124.87,南北,简装,2,2000,板楼,710
1768,荣乐小区,松江老城,2,1,59.6,南,其他,5,1986,板楼,190
1769,东安二村,徐家汇,1,0,27.55,北,精装,2,1958,板楼,214
1770,御桥花园,御桥,1,1,53.46,南西,精装,7,2005,塔楼,445
1771,锦秋花园,上大,1,1,64,南,精装,4,2007,板楼,365
1772,大华锦绣华城(十二街区),北蔡,2,2,104.76,南,简装,9,2004,板楼,750
1773,光华园,上海南站,3,1,86.71,南,简装,5,1996,板楼,665
1774,共富二村,共富,2,2,83.15,南,精装,5,1997,板楼,309
1775,崧泽华城佳福雅苑（六区）,赵巷,2,1,77.12,南,毛坯,4,2014,板楼,218
1776,胶南小区,南码头,2,0,50.96,南西南,精装,5,1985,板楼,250
1777,长桥八村,长桥,2,1,59.49,南,简装,5,1998,暂无数据,295
1778,丰庄十二街坊,丰庄,1,1,47.47,南,精装,5,1997,板楼,210
1779,大华一村,大华,1,1,47.61,南,精装,3,1994,板楼,260
1780,长桥七村,长桥,2,1,57.64,南,简装,3,1990,板楼,299
1781,绿地世纪城(一期),武宁,2,2,92.18,南北,精装,3,2002,板楼,725
1782,梅陇十一村,华东理工,3,0,72.3,南北,精装,5,1994,板楼,408
1783,殷行一、二村,中原,2,1,50.47,南,简装,5,1983,板楼,232
1784,韵都城,控江路,1,1,55.87,南,精装,4,2007,板楼,460
1785,市光一村,中原,2,1,57.75,南北,精装,5,1989,板楼,335
1786,齐二小区,世博,1,1,41.04,南,简装,3,1996,板楼,220
1787,梅陇九村,华东理工,2,1,60.68,南,简装,5,1994,板楼,295
1788,海尚康庭,康桥,2,1,74.91,南,简装,4,2008,板楼,249.8
1789,乾溪新村,大场镇,1,1,51.33,南,精装,5,1994,板楼,208
1790,源梦苑,春申,2,2,82.93,南,简装,2,2000,板楼,369
1791,江桥二村,江桥,1,1,41.34,南北,简装,5,1995,板楼,168
1792,界龙花苑,川沙,2,1,80.51,南,精装,2,1996,板楼,334
1793,华沁家园,植物园,1,1,55.59,南,精装,16,2011,板楼,399
1794,春申景城湖滨晨韵,春申,1,2,69.13,南北,精装,14,2005,板楼,530
1795,伟业金锦苑一村,高行,2,2,84.47,南,精装,5,2003,板楼,485
1796,紫竹小区,北新泾,1,0,29.4,南,精装,5,1995,板楼,180
1797,红旗五村,老闵行,2,1,54.68,南北,简装,2,1988,板楼,164.8
1798,爱博三村,华漕,2,2,83.93,南北,毛坯,3,2010,板楼,400
1799,泰宸景苑,丰庄,1,1,64.44,南,简装,3,2005,板楼,385
1800,东都小区,川沙,3,1,91.03,南,简装,3,1994,板楼,313
1801,博学家园,杨思前滩,2,1,82.36,南,毛坯,3,2010,板楼,475
1802,玉兰花苑,徐家汇,2,2,94.21,东东南南,简装,6,1994,板塔结合,790
1803,华欣家园,华泾,2,1,62,南,精装,5,2004,板楼,350
1804,美兰湖中华园,罗店,3,2,87.35,南,精装,2,2011,板楼,408
1805,抚顺路363弄,鞍山,2,1,58.43,南,精装,5,1985,板楼,465
1806,新梅花苑,古美,1,1,42.71,南,简装,3,1995,板楼,230
1807,鹤北新村二街坊,老闵行,2,1,70.66,南,简装,2,1999,板楼,330
1808,中海寰宇天下,春申,3,2,132.49,南,精装,12,2015,板楼,989
1809,楼园小区,上海南站,1,1,52.15,南,精装,5,1995,板楼,285
1810,楼园小区,上海南站,2,1,64.87,南,简装,5,1993,板楼,369
1811,金领国际(公寓),曹路,2,1,71.33,南,精装,3,2012,板楼,265
1812,莲溪五村,北蔡,2,1,71.37,南,简装,5,1994,板楼,359
1813,船舶新村,金桥,1,1,33.38,南,简装,5,1953,板楼,162
1814,泰东新村(徐汇),徐家汇,2,2,81.87,北南,精装,3,1993,板楼,690
1815,红梅小区(嘉定),安亭,1,1,39.62,南,精装,5,1984,板楼,106
1816,鹤明小区,老闵行,1,0,40.15,南,简装,3,1985,板楼,125
1817,绿地蓝海庭,临港新城,1,1,50.26,东西,简装,3,2009,板楼,126
1818,大华一村,大华,1,1,46.44,南北,精装,3,1994,板楼,253
1819,虹梅花苑,西郊,1,1,38.67,南,精装,5,1994,板楼,202
1820,大二小区,曲阳,1,1,34.04,南,简装,2,1975,板楼,199
1821,凤城三村西区,控江路,2,1,39.93,南,简装,1,1958,板楼,253
1822,临沂五村,南码头,1,1,34.6,南,精装,5,1990,板楼,185
1823,瞿溪新村,世博滨江,1,0,29.67,南,简装,2,1964,板楼,235
1824,凯虹公寓,临平路,1,1,56.08,南,精装,5,1997,板楼,436
1825,惠益新苑,惠南,1,1,57.91,南,毛坯,9,2014,板楼,155
1826,棕榈苑,三林,3,2,106.7,北南,简装,5,1999,板楼,470
1827,双阳路50弄,周家嘴路,2,1,66.81,西南,简装,6,1996,塔楼,400
1828,上影广场(徐汇),徐家汇,2,1,115.07,西,精装,24,1997,板塔结合,830
1829,临汾路1565弄,彭浦,2,1,59.22,南,精装,3,1995,板楼,298
1830,博一小区,金桥,2,1,59.52,南,简装,5,1995,板楼,273
1831,天和湖滨家园(公寓),川沙,2,2,97.86,南北,精装,3,2010,板楼,335
1832,盛宅新村,顾村,3,2,102.78,南,精装,2,2008,板楼,360
1833,宜浩佳园,临港新城,3,2,109.14,南北,精装,1,2009,板楼,375
1834,日晖六村,斜土路,3,1,93.16,南,简装,2,1996,板楼,715
1835,德州五村,世博,1,0,34.52,南,简装,2,1985,板楼,199
1836,虹桥正荣府,徐泾,4,2,141,南,精装,4,2017,板楼,735
1837,众旺苑,南桥,2,1,72.71,南,精装,3,2009,板楼,215
1838,朱家门小区,金桥,2,1,62.67,南,简装,3,1995,板楼,305
1839,莘松三村,莘庄,2,1,52.51,南,精装,5,1988,板楼,423
1840,光华园,上海南站,2,1,77.99,南,简装,5,1996,板楼,588
1841,汇秀景苑二街坊,闵浦,2,1,71.03,南,精装,3,2013,板楼,240
1842,罗秀二村,长桥,1,1,40,南,精装,5,1995,板楼,195
1843,莎海惠晨苑,惠南,2,2,100.17,南,简装,2,2006,板楼,235
1844,新领地,花木,1,1,62.03,北,精装,14,2002,塔楼,265
1845,金领国际(公寓),曹路,2,2,91.2,南,精装,6,2009,板楼,342
1846,延安中路955弄,静安寺,2,1,51.24,南,精装,5,1980,板楼,510
1847,仁德路67弄10支弄,五角场,1,1,54.3,南北,简装,5,1997,板楼,288
1848,崧泽华城逸泰雅苑,赵巷,2,1,69,南,毛坯,14,2014,板楼,211
1849,新华南园大厦,世博滨江,1,0,54.59,南,精装,8,2004,塔楼,434
1850,阳光城市家园,金桥,2,2,93.69,南,精装,4,2009,板楼,472
1851,南泉路1317号小区,塘桥,2,1,54.69,北,精装,3,1993,板楼,302
1852,锦苑小区(虹口),凉城,1,1,46.55,南,精装,5,1992,板楼,225
1853,西镇小区(浦东),洋泾,2,1,58.65,南,精装,2,1989,板楼,365
1854,西镇小区(长宁),新华路,1,1,34.76,南,简装,2,1988,板楼,240
1855,银泰花园(公寓),碧云,3,2,113.35,南,精装,6,2000,板楼,1180
1856,昆明路1268弄,周家嘴路,1,1,39.01,南,精装,6,1991,板楼,202
1857,汇丽苑,周浦,2,2,89,南北,精装,5,1995,板楼,310
1858,新风小区,中山公园,1,1,36.41,南,精装,5,1990,板楼,223
1859,尚海湾豪庭,徐汇滨江,4,2,281,南北,精装,25,2009,板楼,3280
1860,通河二村,通河,1,1,44.34,南,简装,5,1992,板楼,190
1861,凌兆新村(凌兆路530弄),三林,2,1,64.14,南东,简装,5,1994,板楼,309
1862,育秀五区,南桥,2,2,86.68,南,精装,2,1997,板楼,212
1863,西凌新邨,蓬莱公园,1,1,40.09,南,简装,6,1990,板楼,311
1864,秀苑小区,凉城,2,1,62.83,南,精装,5,1996,板楼,348
1865,三泉安居苑,彭浦,1,1,46.49,南,精装,5,1996,板塔结合,210
1866,金唐公寓,唐镇,2,2,87.03,南,精装,3,2006,板楼,378
1867,城南居委小区,川沙,2,1,66.4,南,简装,4,1978,板楼,230
1868,凌兆新村(上浦路201弄),三林,1,1,60.82,南北,精装,5,1997,板楼,269
1869,广中扩大小区,凉城,1,1,39.92,南,精装,3,1991,板楼,205
1870,首创旭辉城,徐行,2,1,75,南北,精装,16,2017,板楼,193
1871,欣乐苑（东苑）,华新,2,1,72.02,南,毛坯,9,2013,板楼,240
1872,国和二村,中原,1,1,41.2,南,精装,3,1988,板楼,228
1873,金杨新村三街坊,金杨,1,1,43.13,南,简装,6,1995,板楼,219
1874,海院小区,梅园,2,0,45.87,南,精装,2,1987,板楼,355
1875,裕德路66弄,徐家汇,1,1,40.05,南,精装,6,1994,板楼,570
1876,纪念小区,江湾镇,1,1,43.98,南,精装,3,1991,板楼,250
1877,骏豪国际,南京西路,1,1,50.54,西北,简装,14,2004,塔楼,312
1878,潍坊十村,潍坊,2,0,51.57,南北,简装,2,1985,板楼,460
1879,虹井小区,金汇,2,0,51.27,南,简装,5,1995,板楼,245
1880,凌兆新村(上浦路69弄),三林,1,1,43.96,南,简装,3,1995,板楼,213
1881,春港丽园(公寓),张江,1,2,66.57,南,精装,3,2003,板楼,325
1882,园南二村,植物园,1,1,47.38,东南南,简装,4,1993,塔楼,390
1883,上南三村,世博,2,1,52.15,南,简装,5,1983,板楼,286
1884,虹翔公寓,南翔,2,2,79.96,南,精装,5,1998,板楼,266.7
1885,又一村(静安),江宁路,1,1,28.96,东南,精装,4,1999,板楼,350
1886,南泉小区,塘桥,2,1,55.73,南,简装,5,1989,板楼,325
1887,延长小区(普陀),甘泉宜川,1,1,39.8,南,精装,3,1985,板楼,218
1888,毕加索小镇(一期)(公寓),唐镇,1,1,60.03,南,简装,3,2010,板楼,388
1889,乐业一村,月浦,2,1,42.63,南,精装,5,1993,板楼,143
1890,四平路2100弄,五角场,1,0,34.97,南,简装,5,1992,板楼,205
1891,绿地南桥新苑,南桥,2,1,72.68,东西,简装,5,2004,板楼,285
1892,合景叠翠峰苑,菊园新区,2,1,83.48,南,精装,9,2013,板楼,283
1893,杨家桥小区(普陀),万里,2,1,62.71,南,毛坯,6,1996,板楼,240
1894,金苹果花园,杨思前滩,2,2,98.4,南北,精装,3,2003,板楼,650
1895,金桥新村一街坊,金桥,2,1,67.06,南,精装,5,1994,板楼,320
1896,水电小区,凉城,2,0,53.85,南,简装,2,1995,板楼,288
1897,达安春之声,万里,2,2,97.6,南,精装,4,2008,板楼,680
1898,君莲小区,颛桥,2,2,94,南北,简装,11,2008,板楼,378
1899,逸翠公馆,世博,2,1,66.55,南,精装,6,2011,塔楼,443
1900,上南二村,世博,2,0,50.13,南北,精装,2,1980,板楼,325
1901,通河六村,通河,1,1,37.12,南,简装,6,1996,板楼,162
1902,东苑半岛花园(公寓),古美,1,1,51.08,南,精装,3,2001,板楼,378
1903,上海师大新村,康健,2,1,48.77,南,简装,5,1987,板楼,376
1904,梅园三村,梅园,2,1,60.25,南,简装,2,1998,板楼,600
1905,成亿宝盛家苑,顾村,2,2,73.97,南,精装,5,2006,板楼,294
1906,丰庄十二街坊,丰庄,2,1,56.73,南北,精装,5,1996,板楼,272
1907,楼园小区,上海南站,1,1,49.12,南,简装,5,1995,板楼,268
1908,菊泉新城(陆翔路678弄),顾村,2,2,77.12,南北,精装,4,2005,板楼,276
1909,园南二村,植物园,2,1,80.49,西南,简装,4,1999,塔楼,578
1910,聚缘中庭,闵浦,2,2,75.49,南,毛坯,7,2013,板楼,237
1911,武夷花园,中山公园,2,2,101.44,南,精装,8,2002,板楼,880
1912,临沂七村,南码头,2,1,53.4,西南,简装,2,1990,板楼,306
1913,绿地香颂(奉贤)(公寓),海湾,2,1,62.04,东南南,简装,4,2013,板楼,99
1914,雪野二村,世博,1,1,46.1,南,其他,6,1987,板楼,298
1915,凌兆新村(凌兆路586弄),三林,2,1,68.9,南,精装,3,1994,板楼,363
1916,崮山小区二街坊,洋泾,1,1,45.64,南,简装,3,1999,板楼,538
1917,中远两湾城,中远两湾城,2,2,104.37,南,精装,17,2005,板楼,778
1918,盛宅新村,顾村,2,1,80.92,南,精装,2,2008,板楼,312
1919,鑫都城宝铭苑,颛桥,2,2,81,南,简装,2,2007,板楼,415
1920,九峰小区,松江老城,2,1,73.79,南,简装,2,1998,板楼,252
1921,中星海上名豪苑(一期),江桥,2,2,79.57,南北,精装,4,2011,板楼,388
1922,正旺苑,金桥,1,1,56.41,南,毛坯,5,2004,板楼,315
1923,金桥酒店公寓,碧云,1,2,67.4,西南,精装,10,1995,板楼,628
1924,浦城小区,陆家嘴,2,1,68.72,南,简装,2,1993,板楼,490
1925,控江路1670弄,鞍山,1,1,38.27,南,精装,2,1985,板楼,275
1926,柳博小区(柳一小区),金桥,2,1,60.22,南,简装,5,1995,板楼,328
1927,嘉华苑(宝山),大华,2,1,60.39,南北,精装,5,1997,板楼,352
1928,乾溪新村,大场镇,1,1,41.42,南,简装,5,1994,板楼,170
1929,玉田新村,曲阳,1,1,36.93,南,简装,2,1957,板楼,189
1930,瑞和华苑,闵浦,2,2,80.02,南北,精装,4,2013,板楼,285
1931,三林世博家园(大道站路94弄),杨思前滩,2,1,83.62,南,精装,2,2006,板楼,410
1932,正峰苑,颛桥,2,2,86.35,南,简装,1,2004,板楼,418
1933,公捷苑,松江新城,2,1,83.7,南北,精装,5,1998,板楼,260
1934,上钢七村,世博,2,1,53.25,南北,精装,2,1983,板楼,318
1935,惠康苑,惠南,2,1,78.64,南,简装,9,2014,板楼,197.8
1936,招商南桥雅苑,南桥,2,2,86.2,南,精装,9,2009,板楼,249
1937,济阳二村,世博,2,1,57.37,南,简装,5,1993,板楼,308
1938,三江小区,龙华,1,0,35.74,南,精装,5,1994,板楼,420
1939,保利金爵公寓,唐镇,2,1,64.6,南,精装,2,2009,板楼,333
1940,君莲宏润丽苑,颛桥,2,2,83.9,南,其他,9,2013,板楼,365
1941,九华苑,南桥,2,2,87.39,南,简装,2,2004,板楼,225
1942,德州一村,世博,2,1,51.8,南,精装,5,1984,板楼,308
1943,新都名园,七宝,1,1,54.2,南,精装,6,2010,板楼,330
1944,梅陇六村,华东理工,1,1,42.77,南,简装,2,1990,板楼,225
1945,崧泽华城华中苑,赵巷,2,1,80.39,南北,毛坯,14,2014,板楼,188
1946,南杨小区(长清路),杨思前滩,2,1,53.93,南,简装,5,1995,板楼,275
1947,幸福村小区,周家嘴路,2,1,52.84,南,简装,6,1989,板楼,280
1948,久耕小区,北外滩,1,1,44.8,南,简装,5,1988,板楼,310
1949,真光八街坊,真光,1,1,49.68,南,简装,3,1994,板楼,248
1950,中远两湾城,中远两湾城,2,2,106.03,南北,精装,16,2001,板楼,758
1951,金阳小区,中山公园,1,1,43.44,南,精装,6,1987,板楼,285
1952,曹杨六村(兰溪园),曹杨,1,1,36,南,简装,5,1981,板楼,196
1953,成亿宝盛家苑,顾村,3,2,93.02,南北,精装,5,2006,板楼,345
1954,南苑五村,嘉定老城,2,1,73,南,简装,2,1995,板楼,185
