序号,地址1,地址2,室,厅,面积,朝向,装修,楼层,年份,楼种,价格
1308,英伦风尚(公寓),九亭,3,2,120.79,南北,毛坯,5,2007,板楼,520
1309,古美一村,古美,2,1,62.2,南,精装,5,1995,板楼,368
1310,中铁逸都,夏阳,3,2,136.23,南北,精装,4,2014,板楼,525
1311,淞南五村,淞南,2,1,50.69,南,简装,3,1997,板楼,238
1312,万荣小区,阳城,2,1,55.11,南,简装,5,1996,板楼,305.5
1313,凤城二村,控江路,1,1,33.82,南,简装,2,1988,板楼,183
1314,洛川中路952弄,大宁,2,1,60.71,南,简装,2,1989,板楼,375
1315,柏林春天（一期）,莘庄,3,2,139.2,南,精装,3,2003,板楼,830
1316,静安阳光名都,曹家渡,1,1,48.91,南,精装,3,2004,板楼,430
1317,万科时一区（四期）,华漕,3,2,107.69,南北,精装,3,2014,板楼,830
1318,乐活居,长寿路,2,1,68.43,东东南,精装,22,2011,塔楼,650
1319,新凯城银杏苑,泗泾,2,1,70.67,南,简装,4,2012,板楼,186
1320,延平小区,闸北公园,2,0,40.69,南,精装,5,1983,板楼,258
1321,金辉兰湖美域,罗店,3,2,142.35,南,精装,2,2014,板楼,510
1322,健乐小区,新天地,2,1,59.89,南北,简装,5,1984,板楼,599
1323,新城金郡,嘉定新城,2,2,88.63,南北,简装,6,2011,板楼,352
1324,古北菊翔苑(菊联路232弄),顾村,2,1,73,南,毛坯,3,2008,板楼,319
1325,合生城邦三街坊,老闵行,3,2,105.22,南北,精装,9,2008,暂无数据,539
1326,金杨新村三街坊,金杨,2,1,58.83,南北,精装,2,1995,板楼,323
1327,九城湖滨国际,九亭,2,2,89.66,南北,精装,4,2009,板楼,415
1328,南阳小区,南京西路,2,1,67.6,南,精装,6,1990,塔楼,610
1329,凌兆新村(上浦路202弄),三林,2,1,73.49,南,精装,5,1995,板楼,355
1330,控江路645弄,周家嘴路,1,1,41.46,南,简装,5,1984,板楼,206
1331,梅陇六村,华东理工,1,1,44.01,南,简装,5,1990,板楼,199
1332,祥和名邸(公寓),长征,2,2,116.89,南北,简装,4,2004,板楼,550
1333,保利叶语(二期)(公寓),顾村,4,2,127.15,西,精装,17,2013,板楼,716
1334,澜茵华庭,江桥,1,1,56.31,南,毛坯,3,2005,板楼,235
1335,锦秋花园,上大,1,1,57.59,南北,精装,3,2013,板楼,345
1336,上焊大楼,周家嘴路,1,1,51.19,南北,精装,4,1993,塔楼,343
1337,国和路1007号,中原,2,1,73.05,南西,精装,4,1996,板楼,356
1338,田林十二村,田林,2,1,50.79,南,简装,2,1985,板楼,412
1339,东苑利景花苑,莘庄,1,1,56.32,南,简装,6,2003,板楼,380
1340,泰宸景苑,丰庄,1,1,59.6,东南北,简装,5,2002,板楼,350
1341,九峰小区,松江老城,2,1,58.26,南,简装,5,1995,板楼,204
1342,天恒名城,颛桥,3,2,125.54,南北,毛坯,3,2008,板楼,688
1343,曹杨五村(梅花园),曹杨,1,0,27.96,南,简装,2,1985,板楼,200
1344,思浦小区,杨思前滩,2,1,51.14,南,精装,3,1994,板楼,266
1345,田林三村,田林,1,1,38.61,南,精装,5,1987,板楼,254
1346,龙柏二村,龙柏,1,1,42.28,南,简装,3,1994,板楼,216
1347,朱家滩小区,潍坊,1,1,33.08,南,精装,2,1984,板楼,405
1348,海滨新村,淞宝,1,0,32.73,北,简装,1,1959,板楼,108
1349,西凌新邨,蓬莱公园,1,0,34.42,南,精装,5,1987,板楼,300
1350,漕溪一村,万体馆,1,1,38.42,南,精装,1,1978,板楼,323
1351,上海康城,莘庄,3,2,127.91,南,精装,8,2008,板楼,518
1352,环球翡翠湾花园(公寓),三林,2,2,96.66,南,精装,2,2006,板楼,640
1353,香樟苑(普陀),真光,2,1,67.83,南北,简装,5,1997,板楼,298
1354,新世纪花苑(二期)(浦东),世博,1,1,50.93,南,精装,4,1996,板楼,300
1355,金丰蓝庭,九亭,2,2,99.59,南,简装,6,2006,板楼,385
1356,大华颐和华城(公寓),万里,4,2,160.86,南北,精装,4,2010,板楼,810
1357,红梅小区(长宁),北新泾,2,1,60.58,南,简装,5,1998,板楼,396
1358,万科城市花园,七宝,3,2,90.25,南,精装,5,1995,板楼,510
1359,潍坊八村,潍坊,2,0,48.15,南,精装,5,1985,板楼,359
1360,康桥宝邸,康桥,2,2,75.19,南北,精装,3,2007,板楼,315
1361,景舒苑七村,浦江,1,1,57.72,南,精装,6,2006,板楼,253
1362,保利金爵公寓,唐镇,2,2,86.19,南北,简装,6,2009,板楼,505
1363,佳伟景苑,曹路,2,1,74.73,南,毛坯,3,2013,板楼,282
1364,瑞虹新城二期(优贤生活),临平路,2,2,88.54,西南东南,简装,31,2005,板楼,852
1365,好世鹿鸣苑,莘庄,2,2,100.03,南北,精装,31,2007,板楼,750
1366,春申玫瑰苑,莘庄,2,2,83.52,南,精装,6,2007,板楼,659
1367,晨星小区,新桥,2,1,92,南北,简装,5,2004,板楼,175
1368,兆丰嘉园,中山公园,3,2,168,南,精装,8,2012,板楼,1580
1369,梅陇七村,华东理工,2,1,65.41,南北,精装,3,1993,板楼,343
1370,曹杨家园,真如,3,1,79,南,简装,2,1997,板楼,448
1371,金杨新村五街坊,金杨,3,1,74.21,南,精装,3,1994,板楼,416
1372,汇锦城二期,新场,3,2,123.58,南北,精装,4,2012,板楼,338
1373,新里城和合苑,杨思前滩,3,2,90.2,南,简装,5,1999,板楼,698
1374,森陇家园,华东理工,2,2,93.48,南,精装,12,2006,板楼,698
1375,中春三水苑,春申,3,2,90.93,南,毛坯,10,2011,板楼,410
1376,玉华苑,大华,3,2,126.49,南北,简装,3,2001,板楼,668
1377,中南君悦府,盈浦,3,2,89.64,南,精装,3,2018,板楼,375
1378,通河八村,通河,2,1,53.67,南北,精装,3,1994,板楼,257
1379,金樟花苑,金杨,2,1,79.29,南,精装,5,1994,板楼,560
1380,共富四村,共富,1,2,59.7,南,精装,3,1998,板楼,258
1381,香楠小区,张江,2,1,76.35,南,精装,3,1999,板楼,420
1382,红明一村,静安新城,2,1,61.39,南,精装,3,1994,板楼,350
1383,文华苑(宝山),大华,3,1,91.52,南,简装,3,1997,板楼,505
1384,绿海家园,川沙,2,1,61.12,南,精装,5,1995,板楼,209
1385,牡丹小区(浦东),花木,2,1,54.36,南,精装,5,1996,板楼,420
1386,龙南六村,龙华,2,1,61.8,南北,简装,6,1997,板楼,370
1387,梅陇二村,梅陇,3,1,75.3,南北,精装,2,1993,板楼,378
1388,梅陇九村,华东理工,2,1,62.32,南,简装,5,1994,板楼,295
1389,馨兰小区,北新泾,2,1,69.65,南,简装,5,1997,板楼,370
1390,芳华路268弄,北蔡,1,1,42.64,南,精装,5,1994,板楼,239.5
1391,丹江新苑,东外滩,2,2,103.72,南,简装,6,2003,板楼,670
1392,宜达新居,夏阳,3,1,100.01,西南,精装,3,2006,板楼,340
1393,复星花园(行知路50弄),大华,2,1,75.87,南,精装,5,1996,板楼,435
1394,瑞福小区,豫园,3,1,74.49,南,精装,5,1990,塔楼,609
1395,维罗纳贵都,松江老城,3,2,134.21,南,精装,12,2011,板楼,452
1396,文汇小区(浦东),北蔡,2,1,55.46,南,简装,5,1995,板楼,243
1397,芳雅苑,北蔡,2,1,54.15,南,精装,6,1995,板楼,295
1398,水岸蓝桥(公寓),大华,3,2,99.12,南北,精装,4,2009,板楼,675
1399,书香逸居,长桥,3,1,94.14,南,简装,14,2007,板楼,820
1400,永和三村,永和,2,1,59.53,南北,简装,2,1996,板楼,303
1401,博佳花园,惠南,2,2,95,南,精装,5,2004,板楼,243
1402,曹杨三村(杏杨园),曹杨,2,1,47.73,南,精装,5,1982,板楼,315
1403,罗秀新苑,梅陇,2,2,69.49,南,简装,4,1996,板楼,360
1404,莲溪一村,北蔡,2,1,63.94,南,精装,4,1993,板楼,375
1405,东方知音苑,金杨,2,2,101.4,南,精装,9,2003,板楼,980
1406,罗山三村,金杨,2,1,57.31,南,简装,5,1996,板楼,355
1407,铁岭路50弄,鞍山,1,1,42.18,南,简装,2,1978,板楼,315
1408,茂盛花苑,七宝,2,2,88.01,南,精装,3,1994,板楼,368
1409,滨江大楼,陆家嘴,1,1,42.35,南,简装,3,1993,板楼,273
1410,恒大华城长清苑,杨思前滩,3,2,104.93,南,简装,2,1999,板楼,645
1411,经纬学府涵青花园(二期),上大,3,2,130.65,南,精装,6,2007,板楼,738
1412,万科白马花园(公寓),莘闵别墅,3,2,89.34,南,精装,7,2007,板楼,358
1413,绿地璀璨天城,老闵行,1,2,53.81,南北,精装,18,2016,板楼,245
1414,圣鑫苑,周浦,3,2,99.24,南北,精装,9,2008,板楼,440
1415,伟业金锦苑二村,高行,3,2,97.2,南,简装,5,2003,板楼,520
1416,大华斐勒公园,北蔡,2,2,92.98,南,精装,8,2019,板楼,980
1417,金羽名庭,洋泾,3,2,127.66,南,精装,6,2004,板楼,1260
1418,共康五村,共康,1,1,39.64,南,简装,2,1993,板楼,198
1419,友谊小区,中山公园,1,1,28.58,北,简装,5,1982,板楼,169
1420,慈竹路836弄,菊园新区,2,2,77.7,南,毛坯,12,2015,板楼,185
1421,中春三水苑,春申,1,1,63.86,南,毛坯,10,2011,板楼,305
1422,巨西小区,梅园,2,1,52.95,南,简装,3,1993,板楼,495
1423,梅园三村,梅园,2,1,47.39,南,精装,2,1986,板楼,525
1424,金榜新苑,颛桥,3,2,112.2,南北,精装,4,2010,板楼,398
1425,绿海家园,川沙,2,1,64.19,南北,简装,2,1995,板楼,218
1426,凌兆新村(上浦路36弄),三林,2,1,72.92,南,其他,3,1994,板楼,365
1427,港机新村,南码头,2,1,49.96,东南,简装,3,1983,板楼,256
1428,中环家园,万里,2,2,107.25,南北,精装,2,2003,板楼,700
1429,嘉善坊,丰庄,2,1,60.51,南北,精装,3,1997,板楼,276
1430,浦发绿城永泰路2079弄,三林,1,1,51.99,南,简装,2,2004,板楼,264
1431,昭化小区,中山公园,2,1,56.39,南东,其他,2,1987,板楼,380
1432,东一小区,金桥,2,1,61.32,南北,简装,3,1996,板楼,290
1433,三乐新村,江宁路,1,1,35.56,南,简装,5,1981,板楼,280
1434,工农三村,中原,1,1,39.69,南,精装,3,1993,板楼,219
1435,家乐苑,华东理工,2,1,55.96,南,简装,3,1996,板楼,318
1436,长风四村,长风,1,1,29.55,南,简装,3,1983,板楼,182
1437,东二小区,金桥,1,1,49.59,南,精装,5,1996,板楼,240
1438,鸿福新村,梅陇,1,2,53.04,南,简装,2,1994,板楼,223
1439,长江小区,中山公园,2,1,68.2,南北,简装,5,1988,板楼,455
1440,日月华城,颛桥,3,1,100.02,南,精装,5,2007,板楼,372
1441,水岸秀苑,江桥,2,2,73.31,南北,简装,2,2006,板楼,310
1442,锦乐馨苑西苑,春申,2,1,82,南,简装,4,2015,板楼,375
1443,保利西子湾,松江大学城,1,1,59.93,南,精装,4,2009,板楼,268
1444,罗城小区,上海南站,3,1,81.92,南,简装,5,1997,板楼,470
1445,万科假日风景(公寓),莘庄,2,2,90.16,南,简装,5,2002,板楼,687
1446,虹井小区,金汇,2,1,68.57,南,精装,2,1995,板楼,355
1447,四方新城,静安寺,2,2,112.82,南北,精装,17,1998,塔楼,1296
1448,世博家园十一街坊,浦江,2,1,77.68,南北,精装,4,2006,板楼,343
1449,上海捷克住宅小区(公寓),徐泾,3,2,112.61,南,精装,2,2015,板楼,405
1450,绿地康桥新苑,康桥,2,2,80.62,南,精装,2,2004,板楼,385
1451,星河世纪城,真如,3,2,138.99,南北,精装,21,2008,板楼,798
1452,虹梅南路96弄,华东理工,2,1,62.19,南北,简装,2,1994,板楼,315
1453,海桐小区,花木,3,2,95.3,南,精装,5,1999,板楼,740
1454,潍坊九村,潍坊,1,1,38.77,南,简装,5,1987,板楼,379
1455,西湖苑,莘庄,1,1,32.64,南,精装,3,1995,板楼,163
1456,黄陵小区,甘泉宜川,1,1,34.85,南,简装,5,1995,板楼,176
1457,潍坊十村,潍坊,1,1,37.71,南,精装,5,1985,板楼,385
1458,蓝城小区,金桥,1,1,37.11,南北,简装,2,1994,板楼,245
1459,东晶国际公寓,梅园,1,2,68.93,西南,精装,22,2006,塔楼,635
1460,民心小区,中山公园,1,0,32.02,南,简装,3,1987,板楼,234.9
1461,东方御水湾,御桥,1,1,45.5,南,精装,3,2012,板楼,297
1462,白玉新村,武宁,1,1,33.32,南,精装,2,1984,板楼,232
1463,曹杨二村,曹杨,2,0,42.64,南,毛坯,3,1986,板楼,210
1464,甘泉三村,甘泉宜川,1,1,41.71,南,简装,5,1984,板楼,195
1465,盛世馨园,永和,2,1,57.49,南北,毛坯,2,2004,板楼,325
1466,友谊小区,中山公园,1,0,32.95,南,简装,5,1984,板楼,198
1467,曲阳林云小区,曲阳,1,0,35.99,南,简装,5,1988,板楼,253
1468,大华锦绣华城(十八街区)(公寓),北蔡,2,2,82.7,南,精装,16,2009,板楼,720
1469,丁香大楼,镇宁路,1,1,70.58,南西南,简装,4,1992,塔楼,618
1470,和源祥邸珑庭,大宁,1,2,61.12,南,精装,2,2011,板楼,505
1471,国和二村,中原,1,1,40.9,南,简装,3,1988,板楼,210
1472,海关二村,南京西路,2,1,53.99,南,简装,2,1991,板楼,470
1473,大木桥路450弄,斜土路,1,1,38.78,东南,简装,2,1989,板楼,251
1474,三林新村(永泰路133弄),三林,1,1,51,南,毛坯,4,2013,板楼,288
1475,上南六村,世博,2,1,47.5,南,简装,5,1986,板楼,294
1476,丽泽菊清苑,书院镇,2,1,80.3,南,毛坯,3,2010,板楼,155
1477,公捷苑,松江新城,2,1,72.71,南,精装,5,1998,板楼,219
1478,临汾路1320弄,彭浦,2,0,43.34,南,简装,5,1995,板楼,199.3
1479,荷三小区,金桥,1,1,41.6,南,精装,5,1997,板楼,200
1480,上钢七村,世博,2,1,52.77,南,精装,5,1983,板楼,318
1481,康瞿小区,打浦桥,2,0,52.54,南,简装,5,1990,塔楼,392
1482,凌兆新村(上浦路202弄),三林,2,1,83.69,南,简装,5,1995,板楼,379
1483,上南一村,世博,2,1,46.11,南,简装,5,1982,板楼,289
1484,远虹大厦,临平路,1,1,54.56,西南,简装,15,1995,塔楼,390
1485,闻喜小区,彭浦,2,0,48.25,南,精装,5,1985,板楼,238
1486,蓝高小区,塘桥,1,1,44.16,南,精装,5,1988,板楼,268
1487,荣盛名邸(公寓),莘闵别墅,2,1,92.3,南北,精装,14,2006,板楼,305
1488,凌兆新村(凌兆路586弄),三林,1,1,46.5,南北,简装,5,1996,板楼,228
1489,城南小区,川沙,2,2,74.21,南,简装,3,1994,板楼,238
1490,太浜巷小区,光新,1,1,45.2,南,毛坯,5,1985,板楼,232
1491,市京一村,中原,2,1,64.01,南,精装,2,1995,板楼,362
1492,御上海,松江大学城,1,2,65.53,南,简装,9,2009,板楼,288
1493,虹桥世家花园(公寓),中山公园,2,2,98.11,东北,精装,9,1999,板楼,670
1494,绿地东岸涟城,临港新城,2,2,84.31,南北,毛坯,4,2009,板楼,233
1495,城市经典四期高迪,张江,1,1,60.83,南,精装,3,2007,板楼,430
1496,东二小区,金桥,1,1,50.27,南,毛坯,3,1996,板楼,250
1497,彩虹雅苑,惠南,2,2,81.16,南,毛坯,2,2010,板楼,233
1498,双阳一村,周家嘴路,2,0,41.45,南,精装,5,1986,板楼,226
1499,梅陇六村,华东理工,1,1,42.4,南,简装,3,1990,板楼,205
1500,江海二村(奉贤),南桥,3,1,86.28,南,精装,3,1996,板楼,149
1501,新泾路120弄,北新泾,1,1,47.68,南,简装,2,1996,板楼,235
1502,海关大楼,南码头,2,1,74.62,南,精装,18,1993,塔楼,425
1503,航运小区,塘桥,1,1,38.68,南,简装,5,1992,板楼,222
1504,上南九村,世博,1,1,44.18,南北,简装,5,1992,板楼,275
1505,东兰小区,古美,2,0,54.4,南北,简装,5,1989,板楼,295
1506,东陆新村二街坊,金桥,2,2,57.28,南,简装,2,1995,板楼,289
1507,金塘小区,华东理工,1,1,49.76,南,简装,3,1995,板楼,273
1508,大连小区,临平路,1,1,35.29,南,简装,2,1987,板楼,246
1509,伊犁小区,虹桥,2,1,49.52,南,简装,4,1976,板楼,318
1510,延吉二村,黄兴公园,2,1,48.46,南北,简装,5,1982,板楼,318
1511,瑞福小区,豫园,1,1,53.56,南西南,精装,5,1990,塔楼,448
1512,定西路419弄,新华路,2,0,41.46,南,简装,2,1990,板楼,322.8
1513,长江大楼,北外滩,2,1,60.84,南北,简装,13,1985,板楼,457
1514,密三小区,曲阳,2,1,47.46,南,简装,5,1981,板楼,299
1515,建二公寓,临平路,2,1,68.08,南,简装,9,1986,塔楼,510
1516,大木小区,斜土路,1,0,37.68,南,精装,5,1985,板楼,262
1517,和泰苑,大场镇,1,1,57.83,南,简装,5,2006,板楼,265
1518,东四小区,曲阳,2,0,66.94,南,毛坯,3,1986,塔楼,480
1519,花溪园,曹杨,1,1,41.3,南,简装,4,1997,板楼,245
1520,金杨新村三街坊,金杨,1,1,44.56,南,简装,3,1995,板楼,250
1521,马桥景城馨苑,老闵行,2,2,76.82,南北,精装,4,2014,塔楼,249
1522,潍坊九村,潍坊,1,1,37.01,南,简装,3,1986,板楼,385
1523,夏朵园,老闵行,2,2,103.08,南,简装,7,2008,板楼,335
1524,阳二小区,洋泾,1,1,48.62,南,简装,5,1994,板楼,255
1525,国和一村,中原,2,1,60.41,南,精装,5,1991,板楼,355
1526,塘和家园德宁苑,泗泾,2,1,69.8,南,毛坯,9,2015,塔楼,215
1527,凯欣豪园,中山公园,1,1,61.7,西南,精装,9,2005,塔楼,610
1528,锦程小区,西郊,1,1,41.27,南,精装,2,1985,板楼,212
1529,黄浦华庭,蓬莱公园,1,2,82.58,南,简装,7,2010,板楼,835
1530,金桥新城,金桥,2,2,105.87,南,毛坯,7,2005,板楼,656.5
1531,香樟苑(普陀),真光,1,1,49.88,南,精装,5,1997,板楼,219
1532,民星一村,中原,2,1,58.95,南,精装,5,1988,板楼,280
1533,上南十村,世博,1,1,41.99,南,精装,2,1989,板楼,241
1534,高华小区,老闵行,1,1,34.47,南,简装,2,1982,板楼,132
1535,通河四村,通河,1,1,41.48,南,简装,5,1994,板楼,179
1536,上南五村,世博,2,0,51.8,南北,简装,3,1993,板楼,325
1537,金杨新村十街坊,金杨,2,1,55.09,南北,精装,5,1996,板楼,268
1538,樱花坊,花木,2,2,77.49,南,精装,3,1996,板楼,675
1539,星梅花苑,长征,2,2,87.64,南,简装,5,1994,板楼,530
1540,东城花苑一村,惠南,3,2,106.29,南北,简装,3,1998,板楼,260
1541,东陆新村六街坊,金桥,3,1,82.46,南北,简装,5,1995,板楼,365
1542,香溢花城(住宅),光新,2,2,85,南,精装,8,2013,板楼,668
1543,东陆新村六街坊,金桥,3,1,82.79,南,简装,5,1995,板楼,355
1544,达安河畔雅苑,江宁路,2,2,87.24,南北,精装,5,2007,塔楼,650
1545,天台家园,仙霞,3,2,126.38,南,精装,2,2003,板楼,919
1546,金地未未来,高行,3,1,89.88,南,精装,4,2009,板楼,650
1547,黄浦新苑(公寓),蓬莱公园,4,2,196.35,南,精装,5,2001,板楼,1698
1548,浦江花园,西渡,3,1,84.3,南,简装,3,1999,板楼,203
1549,月浦三村,月浦,2,0,43.69,南,简装,4,1982,板楼,135
1550,东方曼哈顿,徐家汇,3,2,143,东南,精装,15,2002,塔楼,1738
1551,绿园十村,北新泾,2,1,74.99,南,精装,5,1995,板楼,403
1552,星云小区,碧云,3,1,100.91,南,精装,3,1995,板楼,767
1553,海上海新城(公寓),鞍山,2,2,133.59,南北,精装,11,2007,板楼,1250
1554,中南公寓,世博滨江,3,1,91.4,东南北,简装,8,1996,塔楼,725
1555,新丰小区,江宁路,1,1,41.38,东,精装,8,1991,板楼,328
1556,证大家园(二期),高行,2,2,82.24,南,精装,5,2002,板楼,608
1557,蓝高小区,塘桥,2,1,77.24,东南南,精装,4,1994,塔楼,520
1558,乐业五村,月浦,2,1,56.1,南,简装,3,1997,板楼,187
1559,日月光水岸花园(一期),张江,2,2,87.57,南,简装,3,2010,板楼,690
1560,红明一村,静安新城,3,1,69.75,南,简装,2,1994,板楼,403
1561,中福花苑,蓬莱公园,2,1,57.71,东南,精装,5,2003,板楼,560
1562,丽都成品,金桥,1,2,75.95,南,简装,9,2005,板楼,499
1563,西上海名邸,安亭,2,2,90.15,南,精装,9,2011,板楼,290
1564,东苑米蓝城,颛桥,2,1,85.64,南,精装,6,2006,板楼,436
1565,真光九街坊,真光,2,1,53.81,南,简装,3,1995,板楼,248
1566,凌兆新村(上浦路202弄),三林,3,1,92.02,南,简装,3,1995,板楼,445
1567,天山怡景苑,天山,2,2,103.02,南北,精装,8,2009,板楼,990
1568,红旗四街坊,老闵行,2,1,54.09,南,精装,2,1988,板楼,165
1569,杉林新月环林东路879弄,三林,2,1,71,南,简装,3,2004,板楼,390
1570,虹鹿花苑,金虹桥,1,1,53.66,南,简装,5,1997,板楼,278
1571,云台二小区,世博,2,1,61.44,南,简装,2,1996,板楼,365
1572,曙光苑,川沙,3,2,136.8,南,精装,2,2001,板楼,465
1573,乐业一村,月浦,1,1,41.13,南,精装,5,1994,板楼,137
1574,虹桥向日葵公寓,中山公园,3,2,124.42,南,精装,7,2000,塔楼,750
1575,飘鹰花苑,临平路,2,2,95.13,南北,简装,3,1998,板楼,720
1576,崮山小区二街坊,洋泾,2,1,69.08,南,简装,2,1999,板楼,650
1577,新时代富嘉花园,古美,2,2,104.56,南,简装,2,2006,板楼,735
1578,连城新苑,高行,3,2,128.43,南,精装,4,2006,板楼,690
1579,黄浦丽园,蓬莱公园,3,2,131.78,南,精装,6,2008,板楼,1188
1580,天合雅园,斜土路,3,2,147.98,南,精装,6,2005,板楼,1240
1581,巨野小区,洋泾,2,1,63.78,南,精装,2,1988,板楼,420
1582,世纪之门,长寿路,1,0,33.32,北,精装,20,2001,塔楼,269
1583,农房唐镇壹号,唐镇,2,1,83.16,南,精装,8,2015,板楼,387
1584,逸仙二村,高境,2,1,57.48,南,简装,4,1995,板楼,260
1585,葑润华庭,上大,3,2,109.88,南,简装,5,2008,板楼,440
1586,丰庄一村,丰庄,2,1,80.06,南北,简装,2,1995,板楼,370
1587,外滩99,四川北路,2,1,87.1,南,简装,16,2007,板楼,710
1588,交大公寓,徐家汇,3,1,129.04,南,精装,13,1999,板塔结合,968
1589,浦发绿城永泰路2079弄,三林,2,2,65.36,南,精装,5,2004,板楼,320
1590,金祥坊,丰庄,2,2,68.57,南,简装,5,1998,板楼,298
1591,市政馨苑,真如,1,1,49.8,南北,简装,3,1999,板楼,308
1592,南苑七村,嘉定老城,2,1,80.65,南,简装,5,1996,板楼,182
1593,小富人家,莘庄,3,2,94.48,南,精装,5,2003,板楼,500
1594,虹景苑,春申,3,2,140.03,南,简装,3,2001,板楼,565
1595,大华一村,大华,2,2,87.87,南北,精装,3,1996,板楼,468
1596,康桥花园,御桥,2,2,95.91,南,简装,2,1996,板楼,410
1597,上坤红树湾,松江大学城,4,2,132,南,精装,2,2016,板楼,670
1598,罗南二村,罗店,2,1,65.35,南,精装,3,1995,板楼,198
1599,钦州花苑,田林,1,1,55.5,南,简装,7,1995,塔楼,303
1600,淞南七村,淞南,2,1,67.14,南,精装,3,1995,板楼,268
1601,远洋香奈,杨行,5,2,126.14,南北,精装,4,2014,板楼,809
1602,建德坊,新天地,2,2,101.57,南,精装,16,2002,板楼,1125
1603,金恒小区,北蔡,1,1,56.76,南,简装,3,1995,板楼,340
1604,绿川新苑,北蔡,1,1,45.52,南,简装,5,1999,板楼,217
1605,中星海上名豪苑(一期),江桥,3,2,115.16,南北,毛坯,9,2011,板楼,563
1606,呼玛三村,张庙,2,1,52.48,南,精装,5,1994,板楼,248
1607,梅园四街坊,梅园,2,2,65.06,东南,精装,5,1989,板楼,715
1608,海滨二村(宝山),淞宝,2,1,48,南北,毛坯,2,1981,板楼,187
1609,金杨新村八街坊,金杨,2,1,75.13,南,精装,6,1996,塔楼,345
1610,月浦八村,月浦,1,1,39.34,南北,精装,5,1991,板楼,128
1611,古美四村,古美,2,1,61.45,南,精装,5,1995,板楼,325
1612,黄浦丽园,蓬莱公园,2,2,103.84,南,精装,8,2008,板楼,1198
1613,莲文苑,北蔡,2,2,94.44,南,简装,6,2004,板楼,650
1614,江南清漪园,惠南,2,2,92.4,南北,精装,3,2004,板楼,256
1615,幸福新苑,永和,2,1,65.16,南,精装,5,1997,板楼,340
1616,华利公寓,田林,2,2,102.58,南北,精装,14,1997,塔楼,640
1617,嘉尚坊,丰庄,2,1,84.15,南北,精装,6,2001,板楼,450
1618,东苑新天地,莘庄,3,2,118.08,南,精装,6,2005,板楼,688
1619,绿川小区,北蔡,2,1,64.14,南,简装,5,1996,板楼,278
1620,黎安一村（南区）,莘庄,3,2,86.11,南,精装,3,1994,板楼,408
1621,明珠苑(浦东),洋泾,2,2,111.86,南北,精装,3,2001,板楼,875
1622,育秀七区,南桥,2,1,84.35,南,精装,5,1996,板楼,198
1623,首创禧悦(二期),盈浦,2,2,93.73,南,毛坯,6,2018,板楼,395
1624,丰庄十二街坊,丰庄,2,1,64.28,南,简装,5,1999,板楼,300
1625,大发融悦,盈浦,3,2,87.93,南,精装,14,2017,板楼,355
1626,鼎达公寓,五里桥,2,1,84.04,南北,精装,6,1998,板楼,758
1627,联城花苑,世博,3,1,100.44,南,简装,2,1996,板楼,616
1628,怡福苑,五角场,2,2,74.68,北,简装,2,2005,塔楼,525
1629,通阁小区,西藏北路,1,1,36.29,南,精装,6,1990,板楼,218
1630,车站新村(普陀),真如,2,1,70.38,西,简装,4,1996,塔楼,334
1631,城中花园,康桥,2,1,103.69,南,精装,4,2006,板楼,418
1632,保利香槟苑,东外滩,2,2,84.52,西南南,精装,8,2008,板楼,755
1633,长宁路1600弄,中山公园,2,1,54.1,南,精装,6,1989,板楼,325
1634,宝钢一村,淞宝,2,1,48.6,南北,简装,1,1978,板楼,325
1635,紫晶苑,张江,2,2,79.2,南,简装,2,2007,板楼,350
1636,证大家园(五期),高行,3,2,119.72,南,精装,6,2005,板楼,900
1637,香溢花城(住宅),光新,2,2,115.24,南,精装,12,2009,板楼,969
1638,乐业五村,月浦,2,2,69.59,南,简装,5,1995,板楼,208
1639,宏苑小区,凉城,1,2,42.12,南,精装,5,1997,板楼,210
1640,阳光威尼斯(三期),真光,1,2,74.87,西南,精装,6,2006,板楼,388
1641,中星海上名豪苑(四期),江桥,2,2,90,南,毛坯,4,2014,板楼,359
1642,名庭花苑,松江新城,3,2,155.15,南,精装,6,2006,板楼,465
1643,水岸家苑,西渡,2,2,92.87,南,简装,2,2003,板楼,228
1644,红旗小区,老闵行,2,2,66.36,南,简装,3,1986,板楼,198.8
1645,莲溪六村,北蔡,2,1,62.89,南,简装,3,1994,板楼,325
1646,盛源大厦,新华路,3,2,137.68,南,精装,12,1997,板楼,770
1647,保平小区,彭浦,2,1,52.94,南北,精装,5,1991,板楼,275
1648,东明花苑,松江新城,2,2,120,南北,精装,3,2003,板楼,386
1649,长恒苑,中原,2,2,111.51,南,精装,3,1999,板楼,690
1650,陆家嘴国际华城,梅园,4,2,206,南,精装,9,2005,板楼,1950
1651,融创滨江壹号院,世博滨江,3,2,191.87,南,精装,22,2012,板楼,2700
1652,唐山新苑,北外滩,3,2,119.13,南,精装,14,1996,塔楼,770
1653,灵新小区,凉城,2,0,54.88,南,简装,3,1990,板楼,325
1654,嘉骏香山苑,淞南,2,1,77.1,南北,精装,3,2006,板楼,413
1655,绿地蔷薇九里(公寓),松江大学城,2,2,87.14,东东南,毛坯,6,2010,板楼,368
1656,金杨新村十街坊,金杨,3,1,72.84,南,精装,5,1996,板楼,365
1657,天安豪园,静安新城,1,1,60.59,南,精装,3,2014,板楼,458
1658,三林苑（一期）,三林,2,1,52.12,南,精装,2,1995,板楼,280
